issue_number,title,target_labels_found,chosen_final_label,resolution_reason,html_url
114538,UDP service ClusterIP not working,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/114538
114529,tls: server chose an unconfigured cipher suite,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/114529
114512," uid : exit status 1: 2022/12/15 22:48:30 socat[2186711] E getaddrinfo(""localhost"", ""NULL"", {1,2,1,6}, {}): Temporary fa",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/114512
114354,The connection to the server localhost:8080 was refused - did you specify the right host or port?,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/114354
114312,Kubernetes ImagePullPolicy Is Not Being Propogated To A Pod,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/114312
114244,"In three node cluster, when change the /etc/kubernetes/manifests/etcd.yaml at the same time, one node's etcd static pod ",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/114244
114081,"[BUG] Cannot operate Kubelet, possibly because of installation failure",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/114081
114069,Only Metadata level audit logging is required for Kubernetes,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/114069
114058,ExternalTrafficPolicy: Local does not work for NodePort Services,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/114058
114034,kubeadm 1.24 init failed on Debian 11 with connection refused,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/114034
113804,cluster role binding getting recreated after deletion or edit.,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/113804
113590,virtiodev driver access problem in kubernetes and kind but everything works fine in minikube,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/113590
113294,Unable to join the control plain node to the existing kubernetes cluster,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/113294
113288,Is there a way to route to a specified statefulset pod through ingress,feature|question,feature,conflict_resolved_priority:feature+question,https://github.com/kubernetes/kubernetes/issues/113288
112974,kubeadm init always pull images even if perform this action in beforehand using 'kubeadm config images pull',bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/112974
112940,The update Pod was having trouble allocating memory,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/112940
112915,Can't watch for custom resources using client-go,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/112915
112550,error in installing ,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/112550
112467,NetworkPolicy block access nginx-ingress-controller,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/112467
112462,DNS lookup issue Kubernetes API: io.kubernetes.client.openapi.ApiException: java.net.ConnectException: Failed to connect,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/112462
112378,kubeadm init fails to create ConfigMap when --upload certs is set,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/112378
112371,Couldn't initialize a Kubernetes cluster,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/112371
112367,kubeadm incorrectly fails on /80 IPv6 network,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/112367
112364,kubelet service restart stuck,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/112364
112250,port-forward remote debug broken,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/112250
112210,Kubernetes: couldn't validate the identity of the API Server : protocol not available,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/112210
112196,"The arm release cannot run on ARM chips (raspberry Pi, Kunpeng 920)",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/112196
112148,[kubeadm] cannot pull k8s.gcr.io/coredns:v1.9.3,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/112148
112082,Api Server pod automaticaaly restart,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/112082
112033,kubeadm init  - unable to create ConfigMap,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/112033
112018,The --selector flag in kubectl rollout restart not recognized,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/112018
111940,control-plane is stuck with status `NotReady`,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/111940
111895,How to get Kubernetes API Server to pass requestor token to authorization webhook ,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/111895
111858,HA cluster control plane init - Error getting node,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/111858
111779,GracefulNodeShutdown Not Working as expected.,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/111779
111715,kubeadm init: failed to pull image even though the images had been pulled with docker,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/111715
111591,[ERROR CRI]: container runtime is not running,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/111591
111528,pull private image failed on k8s 1.24.3,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/111528
111501,Why kubelet cert automatically rotation need to restart kubelet?,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/111501
111469,"kube-proxy - Pod sandbox changed, it will be killed and re-created ",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/111469
111326,Yum repo only has kubectl...kubeadm and kubelet are missing?,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/111326
111304,kubectl apply ports changes broken,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/111304
111266,KubeAPIErrorBudgetBurn,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/111266
111216,Unable to build Kubernetes on Ubuntu arm64,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/111216
111094,nodeAffinity preferred is selected over podaffinity required,feature|question,feature,conflict_resolved_priority:feature+question,https://github.com/kubernetes/kubernetes/issues/111094
110986,Wrong Kubernetes Config Image List ,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/110986
110977,"Kube-proxy ""services have not yet been read at least once, cannot construct envvars""",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/110977
110938,Why is the netns file in the /var/run/docker/netns/* not deleted after the container has been deleted in kubernetes?,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/110938
110932,Can't create or delete a resource after the etcd restore procedure done with etcdctl,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/110932
110725,"Creating custom certs for kubeadm resolving in a ""dead"" cluster",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/110725
110692,"Liveness probe failed: Get ""https://*:6443/livez"": net/http: request canceled ",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/110692
110686,Why is the netns file in the  /var/run/netns/* not deleted after the container has been deleted in kubernetes?,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/110686
110659,kube-proxy: Services not reachable from master node,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/110659
110636,kube-proxy  log: No  timestamp or log level,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/110636
110613,"Kubectl cp fails with ""Error: archive/tar: invalid tar header"" even with retries on ",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/110613
110550,Pods cannot resolve DNS,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/110550
110393,coredns stuck at 'ContainerCreating',bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/110393
110352,[Upgrade] kubelet failed to start after kubernetes master node upgrade from v1.23.7 to v1.24.1,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/110352
110298,"I can't get ping my pod in master, but it work well in my slave node",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/110298
110280,pod kube-flannel-ds CrashLoopBackOff,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/110280
110177,Constant kube-system pod restard due to SandboxChanged under ubuntu Jammy,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/110177
110161,timeout waiting for etcd cluster to be available,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/110161
110038,I can't access apiserver:6443/version ,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/110038
110035,"new invalid bearer token, square/go-jose: error in cryptographic primitive",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/110035
109960,v1.24.0 kubeadm init --image-repository not works for k8s.gcr.io/pause:3.1,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/109960
109887,kubeadm-config.yaml    certSANs,feature|question,feature,conflict_resolved_priority:feature+question,https://github.com/kubernetes/kubernetes/issues/109887
109495,namespace  XXX not found,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/109495
109439,can't enable MixedProtocolLBService,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/109439
109428,Still not able to create pod using minikube ,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/109428
109207,resove failed,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/109207
109152,service not work right with pod with ip in 169.254/16 ?,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/109152
109143,init k8s master node : cannot create certificate signing request: dial tcp x.x.x.x:6443: connect: connection refused,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/109143
109129,error validating data: kind not set; if you choose to ignore these errors,feature|question,feature,conflict_resolved_priority:feature+question,https://github.com/kubernetes/kubernetes/issues/109129
109126,error: no objects passed to create,feature|question,feature,conflict_resolved_priority:feature+question,https://github.com/kubernetes/kubernetes/issues/109126
108951,How to specify the network card when initializing with kubedm,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/108951
108861,"Getting  unknown field ""HostNetwork"" in io.k8s.api.core.v1.PodSpec",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/108861
108571,kubeadm init fails due to kubelet isn't running,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/108571
108427,Extended api server blocks deletion of namespace,feature|question,feature,conflict_resolved_priority:feature+question,https://github.com/kubernetes/kubernetes/issues/108427
108105,kubectl logs - doesn't work after changing IP address of the worker node,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/108105
108098,Please supply repo packages for easy installation of repos to distributions,feature|question,feature,conflict_resolved_priority:feature+question,https://github.com/kubernetes/kubernetes/issues/108098
108097,Please add repo and packages for  centos-stream 8 and 9 ,feature|question,feature,conflict_resolved_priority:feature+question,https://github.com/kubernetes/kubernetes/issues/108097
108069,kube-controller-manager defaults to listen on 127.0.0.1 ONLY,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/108069
107951,kube-proxy tracelog shows iptable save command output,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/107951
107929,"After upgrading to 1.22.6, controller manager unhealthy",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/107929
107818,Over-Mounting an ssh-key using subpath makes the key unusable for the ssh-client,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/107818
107685,kubeadm 1.19.16-00 depends on kubelet>=1.19.0 which might break upgrade,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/107685
107281,secret is created with clear text data ,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/107281
107186,Error from server: error dialing backend: dial tcp [ip]:10250: i/o timeout when running kubectl exec -it ..,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/107186
107127,Kube pods - coreDNS are always in ContainerCreating state even after the CNI plugin has been loaded. Logs show it is con,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/107127
107082,Server logs getting spammed multiple times per second with Container Runtime log,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/107082
106757,kubelet /run interface not support spaces in commad,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/106757
106649,why coredns oom score is -997?,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/106649
106642,The kubectl cmd doesn't work after update the k8s Certificate,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/106642
106618,"node ""k8s-master1"" not found",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/106618
106304,Curl: (7) Failed connect to Connection refused,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/106304
106187,master node becomes worker nodes after network partition,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/106187
106128,kubeadm init fails to download coredns when using --image-repository.,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/106128
106039,kube-apiserver 1.21+ binary install  deploy calico-etc.yaml error,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/106039
106033,kubernetes cluster failed to start after reboot the computer,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/106033
106028,Kubernetes worker not ready without rebooting  and another worker his not ready ,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/106028
106023,release-1.19 make error,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/106023
105966,release-1.13 make error,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/105966
105961,Forbidden error while creating pod,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/105961
105709,Fail to reach another cluster by external ip:port,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/105709
105703,Pod looses network connection (connection refused errors) during graceful shutdown period,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/105703
105635,Newly created service request not getting capture in kong-ingres-controller,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/105635
105625,NoSchedule,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/105625
105246,"Error when creating ""myjob.yaml""",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/105246
105236,Rancher can not access the cluster,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/105236
105007,kubeadm upgrade can't work with customize pause image,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/105007
104974,Question: Why to vendor runc in k8s,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/104974
104896,how to set elasticsearch JVM,feature|question,feature,conflict_resolved_priority:feature+question,https://github.com/kubernetes/kubernetes/issues/104896
104746,kubemark cluster can't work normally,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/104746
104645,Pod DNS failure,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/104645
104589,multi dns query for external domain,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/104589
104479,I am not able to launch nodegroup with custom eks 1.21.2 AMI ,feature|question,feature,conflict_resolved_priority:feature+question,https://github.com/kubernetes/kubernetes/issues/104479
104474,Is there a way to disable GPU for CPU pods?,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/104474
104411,Duplicates in 1.17 and 1.18 changelogs,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/104411
104354,Adding Kubernetes Middleware by Casbin to official List,feature|question,feature,conflict_resolved_priority:feature+question,https://github.com/kubernetes/kubernetes/issues/104354
104249,Kubernetes apply command produces 'wrong encoding error',bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/104249
104242,loadBalancerSourceRanges is still not respected on nlb with tls listener and ip target on AWS EKS,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/104242
104230,Deprecated documentation page,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/104230
104115,Kubernetes cache data error that block helm install command,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/104115
104036,unable to access outside ip address in worker nodes,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/104036
104035,"Unable to access outside ip with domain name , when it is not in /etc/hosts file of pods",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/104035
104023,Container probes support hooks?,feature|question,feature,conflict_resolved_priority:feature+question,https://github.com/kubernetes/kubernetes/issues/104023
103929,Pod stuck on Running after node lost,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/103929
103910,kubelet cpu-manager not exclude reserved cpus from DefaultCPUSet,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/103910
103814,Kubernetes doesn't have a same feature  as Docker's volumes-from,feature|question,feature,conflict_resolved_priority:feature+question,https://github.com/kubernetes/kubernetes/issues/103814
103803,nodelocaldns - please add support for coredns 1.8.3 and 1.8.4,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/103803
103798,"the server doesn't have a resource type ""coredns""",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/103798
103773,Mongodb StatefulSet error with Azure File Share,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/103773
103765,use of closed network connection;Cause the node status to become not ready,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/103765
103680,"Cannot create certificate signing request: Post ""https://kube.company.com x509: certificate signed by unknown authority",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/103680
103575,Failed to renew certificate by following official documents,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/103575
103489,kubeadm init tasks fails when executing in private servers running behind a proxy,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/103489
103466,Ubuntu 20.04: unable to bootstrap cluster fully (arm64),bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/103466
103446,Kubernetes v1.20 endpoints resource cannot view controller manger or scheduler,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/103446
103352,kubectl top pod shows wrong memory usage,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/103352
103147,Two Kubernetes clusters behave differently for the same RBAC,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/103147
103135,The problem of edge node replacement,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/103135
102942,kubernetes.tar.gz not found for some versions,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/102942
102839, Oidc authenticator: initializing plugin: Get https://172.16.x.x/.well-known/openid-configuration: Forbidden,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/102839
102398,networkpolicy not work cidr: 0.0.0.0/0,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/102398
102391,Deployments/auth.yaml: No such file or directory,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/102391
102316,Inconsistent timezone shown for the same object ,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/102316
102146,kubernetes-cli 1.21.1 does not build on apple arm,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/102146
102142,Failed while requesting a signed certificate from the master:,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/102142
102140,Failed while requesting a signed certificate from the master:,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/102140
102073,"K8S 1.21 : Kubelet fails to start when setting memory-manager-policy as ""static"" or ""none"" in kubelet arguments",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/102073
102017,FailedGetResourceMetric,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/102017
101965,controllerManager cluster-signing-duration  configuration does not take effect,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/101965
101944,Failed to execute the test case,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/101944
101837,Raspbian cannot start pod,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/101837
101740,garbage collector does not remove resources,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/101740
101525,TopologyAwareHints not work,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/101525
101491,Inconsistent behavior while trying to access service by External IP from within a cluster,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/101491
101289,Connection with Kubectl does not work over LoadBalancer,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/101289
101109,How to Validate the Ingress resource and  Validate the path,feature|question,feature,conflict_resolved_priority:feature+question,https://github.com/kubernetes/kubernetes/issues/101109
101101,How to achieve failover within 3 seconds when accessing via service name (kube-proxy) When the node fails,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/101101
100924,No answer on Kubernetes security email,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/100924
100869,Experimental patches ignores etcd on join phase control-plane-prepare,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/100869
100850,"Pod is invalid: spec: Forbidden: pod updates may not change fields other than `spec.containers[*].image`, `spec.initCont",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/100850
100797,Kubeadm join randomly fails with etcd store not starting,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/100797
100773,kube-porxy.1.18.17  start BUG,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/100773
100752,Not able to run podman in kubernetes pod if privilege field in security context is false even though user is root  ,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/100752
100740,Kubeproxy healthz port exposed to outside kubernetes cluster.,feature|question,feature,conflict_resolved_priority:feature+question,https://github.com/kubernetes/kubernetes/issues/100740
100675,DualStack Node only appears to receive IPv4 InternalIP,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/100675
100594,[CINDER] /kubelet/plugins/kubernetes.io/cinder/ doesn't exist,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/100594
100580,ApiServer connect timeout between on worker and master with calico cni,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/100580
100459,K8S-1.16.3: Secure port for KCM and Kubescheduler health checks.,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/100459
100174,Kubedm supports k8s component to customize image name or path to pull images.,feature|question,feature,conflict_resolved_priority:feature+question,https://github.com/kubernetes/kubernetes/issues/100174
